Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,DateTimeObj,StrDateTime
2020-12-01,230.22999572753906,231.97999572753906,229.33999633789062,229.67999267578125,4442400,0,0,2020-12-01,2020-12-01 00:00:00
2020-12-02,229.8000030517578,230.58999633789062,228.30999755859375,230.4199981689453,4679100,0,0,2020-12-02,2020-12-02 00:00:00
2020-12-03,230.0,231.5,228.8699951171875,231.02000427246094,4694500,0,0,2020-12-03,2020-12-03 00:00:00
2020-12-04,230.24000549316406,231.88999938964844,230.24000549316406,231.35000610351562,4749600,0,0,2020-12-04,2020-12-04 00:00:00
2020-12-07,231.25999450683594,231.25999450683594,228.10000610351562,229.24000549316406,4649300,0,0,2020-12-07,2020-12-07 00:00:00
2020-12-08,227.4600067138672,228.74000549316406,226.61000061035156,228.19000244140625,4587200,0,0,2020-12-08,2020-12-08 00:00:00
2020-12-09,228.57000732421875,228.89999389648438,226.63999938964844,227.50999450683594,4873800,0,0,2020-12-09,2020-12-09 00:00:00
2020-12-10,226.4499969482422,227.8699951171875,225.72999572753906,227.35000610351562,4567400,0,0,2020-12-10,2020-12-10 00:00:00
2020-12-11,225.1999969482422,226.72999572753906,224.60000610351562,226.38999938964844,4028100,0,0,2020-12-11,2020-12-11 00:00:00
2020-12-14,227.67999267578125,228.05999755859375,222.36000061035156,222.85000610351562,6541600,0,0,2020-12-14,2020-12-14 00:00:00
2020-12-15,224.8300018310547,225.86000061035156,222.72999572753906,224.3800048828125,5168000,0,0,2020-12-15,2020-12-15 00:00:00
2020-12-16,225.47999572753906,225.47999572753906,221.82000732421875,221.91000366210938,7537400,0,0,2020-12-16,2020-12-16 00:00:00
2020-12-17,222.50999450683594,225.02000427246094,221.6699981689453,224.67999267578125,7388000,0,0,2020-12-17,2020-12-17 00:00:00
2020-12-18,224.7899932861328,225.1999969482422,221.67999267578125,223.42999267578125,20663300,0,0,2020-12-18,2020-12-18 00:00:00
2020-12-21,222.02000427246094,224.1999969482422,221.25999450683594,223.49000549316406,7372500,0,0,2020-12-21,2020-12-21 00:00:00
2020-12-22,223.5800018310547,223.75,221.75999450683594,221.8800048828125,6157300,0,0,2020-12-22,2020-12-22 00:00:00
2020-12-23,222.6300048828125,224.91000366210938,222.61000061035156,224.24000549316406,4983900,0,0,2020-12-23,2020-12-23 00:00:00
2020-12-24,224.60000610351562,227.1300048828125,224.2100067138672,226.52999877929688,2387000,0,0,2020-12-24,2020-12-24 00:00:00
2020-12-28,228.08999633789062,230.14999389648438,227.36000061035156,228.41000366210938,3505500,0,0,2020-12-28,2020-12-28 00:00:00
2020-12-29,230.5,231.10000610351562,229.10000610351562,229.57000732421875,3799500,0,0,2020-12-29,2020-12-29 00:00:00
2020-12-30,229.5399932861328,230.58999633789062,229.0800018310547,229.64999389648438,3257400,0,0,2020-12-30,2020-12-30 00:00:00
2020-12-31,229.27999877929688,232.27999877929688,228.88999938964844,231.8699951171875,4228100,0,0,2020-12-31,2020-12-31 00:00:00
2021-01-04,231.72999572753906,231.8699951171875,226.85000610351562,228.4499969482422,7404900,0,0,2021-01-04,2021-01-04 00:00:00
2021-01-05,228.2100067138672,230.10000610351562,226.85000610351562,227.47000122070312,5524900,0,0,2021-01-05,2021-01-05 00:00:00
2021-01-06,229.49000549316406,232.67999267578125,227.5500030517578,230.27000427246094,9009400,0,0,2021-01-06,2021-01-06 00:00:00
2021-01-07,232.77999877929688,233.9600067138672,231.3300018310547,232.8800048828125,4691600,0,0,2021-01-07,2021-01-07 00:00:00
2021-01-08,233.5399932861328,234.60000610351562,231.72000122070312,234.02999877929688,4850400,0,0,2021-01-08,2021-01-08 00:00:00
2021-01-11,231.22000122070312,233.9199981689453,231.02000427246094,233.42999267578125,3882000,0,0,2021-01-11,2021-01-11 00:00:00
2021-01-12,233.30999755859375,233.97999572753906,231.6999969482422,233.02999877929688,5616600,0,0,2021-01-12,2021-01-12 00:00:00
2021-01-13,232.0,234.9499969482422,231.7100067138672,234.50999450683594,3827500,0,0,2021-01-13,2021-01-13 00:00:00
2021-01-14,234.7899932861328,235.6999969482422,233.83999633789062,235.02000427246094,4528700,0,0,2021-01-14,2021-01-14 00:00:00
